plm_m_oid,plm_oid,plm_m_id,plm_i_name,plm_i_createtime,plm_i_checkintime,plm_cailiao,plm_checkintime,plm_weight,plm_wllx,plm_wlly,plm_guige,plm_gylx
1202,1202,1202,尼龙管总成,"2018-09-15 21:36:02","2018-09-15 21:36:02",尼龙管总成,"2018-09-15 21:36:02",18.079236882388283,专用零件,外协,NULL,NULL
1203,1203,1203,尼龙管总成,"2018-09-15 21:36:02","2018-09-15 21:36:02",尼龙管总成,"2018-09-15 21:36:02",57.30643373193689,非标外购件,自制,NULL,NULL
1204,1204,1204,尼龙管总成,"2018-09-15 21:36:02","2018-09-15 21:36:02",尼龙管总成,"2018-09-15 21:36:02",86.1602410247668,企标件,外购,NULL,NULL
1205,1205,1205,尼龙管总成,"2018-09-15 21:36:02","2018-09-15 21:36:02",尼龙管总成,"2018-09-15 21:36:02",84.88044463936787,产品配套,外购,NULL,NULL
1206,1206,1206,尼龙管总成,"2018-09-15 21:36:02","2018-09-15 21:36:02",尼龙管总成,"2018-09-15 21:36:02",73.35102060526565,产品配套,外购,NULL,NULL
1207,1207,1207,垫块,"2018-09-15 21:36:02","2018-09-15 21:36:02",垫块,"2018-09-15 21:36:02",55.98329799639473,国标件,自制,NULL,NULL
1208,1208,1208,接套,"2018-09-15 21:36:02","2018-09-15 21:36:02",接套,"2018-09-15 21:36:02",97.26102054953667,专用零件,外购,NULL,NULL
1209,1209,1209,接套,"2018-09-15 21:36:02","2018-09-15 21:36:02",接套,"2018-09-15 21:36:02",37.38708167141982,企标件,自制,NULL,NULL
1210,1210,1210,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",59.888644270965784,企标件,外购,NULL,NULL
1211,1211,1211,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",77.32151471411272,企标件,外协,NULL,NULL
1212,1212,1212,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",65.09967058733388,专用零件,外协,NULL,NULL
1213,1213,1213,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",50.37494549795915,机加件,外协,NULL,NULL
1214,1214,1214,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",66.52988005375978,专用零件,自制,NULL,NULL
1215,1215,1215,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",73.29755039708503,专用零件,自制,NULL,NULL
1216,1216,1216,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",82.7681088445951,机加件,外协,NULL,NULL
1217,1217,1217,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",15.593722450776237,专用零件,外购,NULL,NULL
1218,1218,1218,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",7.675969784185133,非标外购件,外协,NULL,NULL
1219,1219,1219,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",95.96991658877246,企标件,外协,NULL,NULL
1220,1220,1220,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",88.02859197906973,国标件,自制,NULL,NULL
1221,1221,1221,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",47.93202894804859,国标件,自制,NULL,NULL
1222,1222,1222,套,"2018-09-15 21:36:02","2018-09-15 21:36:02",套,"2018-09-15 21:36:02",68.03702468376545,企标件,自制,NULL,NULL
1223,1223,1223,接叉板,"2018-09-15 21:36:02","2018-09-15 21:36:02",接叉板,"2018-09-15 21:36:02",44.77473035841434,机加件,外协,NULL,NULL
1224,1224,1224,接叉板,"2018-09-15 21:36:02","2018-09-15 21:36:02",接叉板,"2018-09-15 21:36:02",37.862440638326746,企标件,自制,NULL,NULL
1225,1225,1225,接叉板,"2018-09-15 21:36:02","2018-09-15 21:36:02",接叉板,"2018-09-15 21:36:02",52.02857531918059,非标外购件,外购,NULL,NULL
1226,1226,1226,接叉板,"2018-09-15 21:36:02","2018-09-15 21:36:02",接叉板,"2018-09-15 21:36:02",92.68259535997306,国标件,外协,NULL,NULL
1227,1227,1227,接叉板,"2018-09-15 21:36:02","2018-09-15 21:36:02",接叉板,"2018-09-15 21:36:02",1.593477341960825,非标外购件,自制,NULL,NULL
1228,1228,1228,接叉板,"2018-09-15 21:36:02","2018-09-15 21:36:02",接叉板,"2018-09-15 21:36:02",18.65780771239587,国标件,外购,NULL,NULL
1229,1229,1229,驾驶室前支架,"2018-09-15 21:36:02","2018-09-15 21:36:02",驾驶室前支架,"2018-09-15 21:36:02",55.41853076293746,企标件,外购,NULL,NULL
1230,1230,1230,水平支腿油缸,"2018-09-15 21:36:02","2018-09-15 21:36:02",水平支腿油缸,"2018-09-15 21:36:02",11.416311655271016,非标外购件,外协,NULL,NULL
1231,1231,1231,第五支腿油缸,"2018-09-15 21:36:02","2018-09-15 21:36:02",第五支腿油缸,"2018-09-15 21:36:02",87.54483904178618,产品配套,自制,NULL,NULL
1232,1232,1232,排气装置,"2018-09-15 21:36:02","2018-09-15 21:36:02",排气装置,"2018-09-15 21:36:02",76.37732497494454,专用零件,自制,NULL,NULL
1233,1233,1233,支撑轨,"2018-09-15 21:36:02","2018-09-15 21:36:02",支撑轨,"2018-09-15 21:36:02",2.923539858147628,企标件,外协,NULL,NULL
1234,1234,1234,支撑轨,"2018-09-15 21:36:02","2018-09-15 21:36:02",支撑轨,"2018-09-15 21:36:02",9.01878715889578,专用零件,自制,NULL,NULL
1235,1235,1235,隔环,"2018-09-15 21:36:02","2018-09-15 21:36:02",隔环,"2018-09-15 21:36:02",56.69339908704642,专用部件,自制,NULL,NULL
1236,1236,1236,隔环,"2018-09-15 21:36:02","2018-09-15 21:36:02",隔环,"2018-09-15 21:36:02",75.69665411050501,非标外购件,外购,NULL,NULL
1237,1237,1237,贴板,"2018-09-15 21:36:02","2018-09-15 21:36:02",贴板,"2018-09-15 21:36:02",4.361119440228167,国标件,外购,NULL,NULL
1238,1238,1238,挂钩,"2018-09-15 21:36:02","2018-09-15 21:36:02",挂钩,"2018-09-15 21:36:02",54.76178646063442,国标件,外购,NULL,NULL
1239,1239,1239,发动机安装,"2018-09-15 21:36:02","2018-09-15 21:36:02",发动机安装,"2018-09-15 21:36:02",16.214605157798935,机加件,自制,NULL,NULL
1240,1240,1240,支座,"2018-09-15 21:36:02","2018-09-15 21:36:02",支座,"2018-09-15 21:36:02",92.4089525698718,专用部件,自制,NULL,NULL
1241,1241,1241,支座,"2018-09-15 21:36:02","2018-09-15 21:36:02",支座,"2018-09-15 21:36:02",32.61398337251037,国标件,外协,NULL,NULL
1242,1242,1242,支座,"2018-09-15 21:36:02","2018-09-15 21:36:02",支座,"2018-09-15 21:36:02",69.21856462533896,专用零件,自制,NULL,NULL
1243,1243,1243,支座,"2018-09-15 21:36:02","2018-09-15 21:36:02",支座,"2018-09-15 21:36:02",84.65484635387924,企标件,自制,NULL,NULL
1244,1244,1244,胶条,"2018-09-15 21:36:02","2018-09-15 21:36:02",胶条,"2018-09-15 21:36:02",98.80764963011994,非标外购件,自制,NULL,NULL
1245,1245,1245,胶条,"2018-09-15 21:36:02","2018-09-15 21:36:02",胶条,"2018-09-15 21:36:02",13.745043591005002,产品配套,外购,NULL,NULL
1246,1246,1246,胶条,"2018-09-15 21:36:02","2018-09-15 21:36:02",胶条,"2018-09-15 21:36:02",37.87846541055746,企标件,外协,NULL,NULL
1247,1247,1247,胶条,"2018-09-15 21:36:02","2018-09-15 21:36:02",胶条,"2018-09-15 21:36:02",74.3234888910501,专用零件,外购,NULL,NULL
1248,1248,1248,胶条,"2018-09-15 21:36:02","2018-09-15 21:36:02",胶条,"2018-09-15 21:36:02",58.85329430112356,国标件,外协,NULL,NULL
1249,1249,1249,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",21.486693952922053,机加件,外协,NULL,NULL
1250,1250,1250,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",48.438085074538115,国标件,外购,NULL,NULL
1251,1251,1251,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",28.87007560088901,非标外购件,自制,NULL,NULL
1252,1252,1252,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",40.09067720648901,非标外购件,自制,NULL,NULL
1253,1253,1253,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",13.933778181329004,专用部件,外协,NULL,NULL
1254,1254,1254,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",72.69543558439543,非标外购件,外协,NULL,NULL
1255,1255,1255,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",21.65258885430992,企标件,外购,NULL,NULL
1256,1256,1256,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",28.543531574087833,专用部件,外协,NULL,NULL
1257,1257,1257,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",60.06939102729846,产品配套,自制,NULL,NULL
1258,1258,1258,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",80.00333624273487,产品配套,外购,NULL,NULL
1259,1259,1259,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",17.683433278163474,产品配套,外协,NULL,NULL
1260,1260,1260,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",22.126361889224434,机加件,自制,NULL,NULL
1261,1261,1261,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",86.7198949717605,企标件,外购,NULL,NULL
1262,1262,1262,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",66.3617995780152,专用部件,外购,NULL,NULL
1263,1263,1263,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",5.518040007253,非标外购件,自制,NULL,NULL
1264,1264,1264,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",90.0947692623277,产品配套,外购,NULL,NULL
1265,1265,1265,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",83.96412133071098,国标件,外协,NULL,NULL
1266,1266,1266,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",99.53577675148621,专用零件,自制,NULL,NULL
1267,1267,1267,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",36.68328648255993,国标件,外协,NULL,NULL
1268,1268,1268,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",70.5908390243581,专用零件,外购,NULL,NULL
1269,1269,1269,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",56.02604227367598,非标外购件,外购,NULL,NULL
1270,1270,1270,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",53.048806784470045,非标外购件,外协,NULL,NULL
1271,1271,1271,气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02","2018-09-15 21:36:02",气制动系尼龙管气制动系尼龙管,"2018-09-15 21:36:02",89.71732483538126,国标件,自制,NULL,NULL
1272,1272,1272,接头座,"2018-09-15 21:36:02","2018-09-15 21:36:02",接头座,"2018-09-15 21:36:02",82.68433903349174,产品配套,自制,NULL,NULL
1273,1273,1273,接头座,"2018-09-15 21:36:02","2018-09-15 21:36:02",接头座,"2018-09-15 21:36:02",48.68860874820125,专用部件,自制,NULL,NULL
1274,1274,1274,接头座,"2018-09-15 21:36:02","2018-09-15 21:36:02",接头座,"2018-09-15 21:36:02",35.56274203641886,专用部件,自制,NULL,NULL
1275,1275,1275,接头座,"2018-09-15 21:36:02","2018-09-15 21:36:02",接头座,"2018-09-15 21:36:02",76.75080242817349,企标件,外协,NULL,NULL
1276,1276,1276,力矩限制器安装（原理图）,"2018-09-15 21:36:02","2018-09-15 21:36:02",力矩限制器安装（原理图）,"2018-09-15 21:36:02",10.221180915768135,机加件,自制,NULL,NULL
1277,1277,1277,储气筒支架,"2018-09-15 21:36:02","2018-09-15 21:36:02",储气筒支架,"2018-09-15 21:36:02",12.431688292078036,专用零件,自制,NULL,NULL
1278,1278,1278,储气筒支架,"2018-09-15 21:36:02","2018-09-15 21:36:02",储气筒支架,"2018-09-15 21:36:02",79.84094341914036,产品配套,外协,NULL,NULL
1279,1279,1279,悬架(二),"2018-09-15 21:36:02","2018-09-15 21:36:02",悬架(二),"2018-09-15 21:36:02",44.45377690466559,企标件,外协,NULL,NULL
1280,1280,1280,固绳卡,"2018-09-15 21:36:02","2018-09-15 21:36:02",固绳卡,"2018-09-15 21:36:02",41.907235385849226,专用零件,自制,NULL,NULL
1281,1281,1281,缩臂滑轮Ⅰ,"2018-09-15 21:36:02","2018-09-15 21:36:02",缩臂滑轮Ⅰ,"2018-09-15 21:36:02",59.589038859563715,国标件,外购,NULL,NULL
1282,1282,1282,进油接头,"2018-09-15 21:36:02","2018-09-15 21:36:02",进油接头,"2018-09-15 21:36:02",76.7845682135722,专用零件,自制,NULL,NULL
1283,1283,1283,六管夹,"2018-09-15 21:36:02","2018-09-15 21:36:02",六管夹,"2018-09-15 21:36:02",52.08448429670993,国标件,自制,NULL,NULL
1284,1284,1284,钢丝绳,"2018-09-15 21:36:02","2018-09-15 21:36:02",钢丝绳,"2018-09-15 21:36:02",47.05243034394806,产品配套,外购,NULL,NULL
1285,1285,1285,钢丝绳,"2018-09-15 21:36:02","2018-09-15 21:36:02",钢丝绳,"2018-09-15 21:36:02",12.225140477819496,国标件,外协,NULL,NULL
1286,1286,1286,钢丝绳,"2018-09-15 21:36:02","2018-09-15 21:36:02",钢丝绳,"2018-09-15 21:36:02",88.68998960574493,机加件,外购,NULL,NULL
1287,1287,1287,钢丝绳,"2018-09-15 21:36:02","2018-09-15 21:36:02",钢丝绳,"2018-09-15 21:36:02",90.85343007847882,机加件,自制,NULL,NULL
1288,1288,1288,钢丝绳,"2018-09-15 21:36:02","2018-09-15 21:36:02",钢丝绳,"2018-09-15 21:36:02",37.71611601249171,非标外购件,外协,NULL,NULL
1289,1289,1289,钢丝绳,"2018-09-15 21:36:02","2018-09-15 21:36:02",钢丝绳,"2018-09-15 21:36:02",48.42628433667866,非标外购件,外购,NULL,NULL
1290,1290,1290,回转机构安装,"2018-09-15 21:36:02","2018-09-15 21:36:02",回转机构安装,"2018-09-15 21:36:02",39.34655443401437,专用零件,自制,NULL,NULL
1291,1291,1291,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",97.08368696537855,产品配套,外协,NULL,NULL
1292,1292,1292,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",82.14140126600546,企标件,外购,NULL,NULL
1293,1293,1293,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",83.95554704830647,专用部件,自制,NULL,NULL
1294,1294,1294,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",83.02612593623434,非标外购件,外购,NULL,NULL
1295,1295,1295,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",97.49937748221589,国标件,自制,NULL,NULL
1296,1296,1296,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",11.159206838463787,非标外购件,自制,NULL,NULL
1297,1297,1297,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",83.45629617190062,产品配套,自制,NULL,NULL
1298,1298,1298,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",61.47554316728979,机加件,外购,NULL,NULL
1299,1299,1299,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",89.90886419215128,专用部件,外协,NULL,NULL
1300,1300,1300,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",54.795015539088496,专用部件,自制,NULL,NULL
1301,1301,1301,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",7.271227465081109,企标件,外购,NULL,NULL
1302,1302,1302,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",58.57109257888429,企标件,外协,NULL,NULL
1303,1303,1303,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",6.308911925390914,专用部件,外协,NULL,NULL
1304,1304,1304,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",78.92976315095248,专用部件,外协,NULL,NULL
1305,1305,1305,轴,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴,"2018-09-15 21:36:02",80.85149683798252,专用部件,外购,NULL,NULL
1306,1306,1306,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",72.75222440018796,专用部件,外购,NULL,NULL
1307,1307,1307,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",6.197867903114307,专用零件,外协,NULL,NULL
1308,1308,1308,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",86.92137521209685,企标件,外协,NULL,NULL
1309,1309,1309,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",95.72106885739679,非标外购件,外协,NULL,NULL
1310,1310,1310,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",72.77737458309471,产品配套,外购,NULL,NULL
1311,1311,1311,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",13.479373260258376,机加件,外协,NULL,NULL
1312,1312,1312,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",48.66276823415633,专用部件,自制,NULL,NULL
1313,1313,1313,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",60.12510531812912,专用部件,外购,NULL,NULL
1314,1314,1314,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",90.29839051525377,国标件,外购,NULL,NULL
1315,1315,1315,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",13.353754041986466,国标件,自制,NULL,NULL
1316,1316,1316,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",70.45644872649285,专用零件,外购,NULL,NULL
1317,1317,1317,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",77.65223222281527,企标件,自制,NULL,NULL
1318,1318,1318,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",53.42975152033915,机加件,自制,NULL,NULL
1319,1319,1319,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",21.228149489238934,专用零件,外购,NULL,NULL
1320,1320,1320,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",96.18952481515386,机加件,自制,NULL,NULL
1321,1321,1321,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",39.39005264716427,机加件,自制,NULL,NULL
1322,1322,1322,槽钢,"2018-09-15 21:36:02","2018-09-15 21:36:02",槽钢,"2018-09-15 21:36:02",17.749394405383214,产品配套,自制,NULL,NULL
1323,1323,1323,盖板,"2018-09-15 21:36:02","2018-09-15 21:36:02",盖板,"2018-09-15 21:36:02",77.2142278189808,非标外购件,自制,NULL,NULL
1324,1324,1324,盖板,"2018-09-15 21:36:02","2018-09-15 21:36:02",盖板,"2018-09-15 21:36:02",64.38827036440783,非标外购件,自制,NULL,NULL
1325,1325,1325,盖板,"2018-09-15 21:36:02","2018-09-15 21:36:02",盖板,"2018-09-15 21:36:02",28.907689904106547,国标件,外购,NULL,NULL
1326,1326,1326,盖板,"2018-09-15 21:36:02","2018-09-15 21:36:02",盖板,"2018-09-15 21:36:02",61.137951006195316,专用零件,自制,NULL,NULL
1327,1327,1327,盖板,"2018-09-15 21:36:02","2018-09-15 21:36:02",盖板,"2018-09-15 21:36:02",84.12081640970229,企标件,外协,NULL,NULL
1328,1328,1328,盖板,"2018-09-15 21:36:02","2018-09-15 21:36:02",盖板,"2018-09-15 21:36:02",58.2383139525201,机加件,外协,NULL,NULL
1329,1329,1329,盖板,"2018-09-15 21:36:02","2018-09-15 21:36:02",盖板,"2018-09-15 21:36:02",72.46020915507636,国标件,外购,NULL,NULL
1330,1330,1330,五节臂筒体,"2018-09-15 21:36:02","2018-09-15 21:36:02",五节臂筒体,"2018-09-15 21:36:02",35.30579563492906,机加件,自制,NULL,NULL
1331,1331,1331,拉板,"2018-09-15 21:36:02","2018-09-15 21:36:02",拉板,"2018-09-15 21:36:02",67.76575688607723,机加件,外协,NULL,NULL
1332,1332,1332,拉板,"2018-09-15 21:36:02","2018-09-15 21:36:02",拉板,"2018-09-15 21:36:02",25.069097391516195,国标件,外协,NULL,NULL
1333,1333,1333,拉板,"2018-09-15 21:36:02","2018-09-15 21:36:02",拉板,"2018-09-15 21:36:02",78.83981950500636,专用部件,自制,NULL,NULL
1334,1334,1334,拉板,"2018-09-15 21:36:02","2018-09-15 21:36:02",拉板,"2018-09-15 21:36:02",91.93035554724143,产品配套,自制,NULL,NULL
1335,1335,1335,筒,"2018-09-15 21:36:02","2018-09-15 21:36:02",筒,"2018-09-15 21:36:02",19.198450784115227,国标件,自制,NULL,NULL
1336,1336,1336,筒,"2018-09-15 21:36:02","2018-09-15 21:36:02",筒,"2018-09-15 21:36:02",11.482464235172152,非标外购件,自制,NULL,NULL
1337,1337,1337,支腿警示标志,"2018-09-15 21:36:02","2018-09-15 21:36:02",支腿警示标志,"2018-09-15 21:36:02",25.7971291256899,产品配套,外协,NULL,NULL
1338,1338,1338,后支腿排管,"2018-09-15 21:36:02","2018-09-15 21:36:02",后支腿排管,"2018-09-15 21:36:02",97.72623822277666,机加件,外购,NULL,NULL
1339,1339,1339,轴套,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴套,"2018-09-15 21:36:02",98.2133208822044,产品配套,外购,NULL,NULL
1340,1340,1340,轴套,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴套,"2018-09-15 21:36:02",78.44479310072559,国标件,自制,NULL,NULL
1341,1341,1341,顶板,"2018-09-15 21:36:02","2018-09-15 21:36:02",顶板,"2018-09-15 21:36:02",29.598379179471358,产品配套,自制,NULL,NULL
1342,1342,1342,顶板,"2018-09-15 21:36:02","2018-09-15 21:36:02",顶板,"2018-09-15 21:36:02",43.63489003219705,非标外购件,自制,NULL,NULL
1343,1343,1343,起重机配套,"2018-09-15 21:36:02","2018-09-15 21:36:02",起重机配套,"2018-09-15 21:36:02",12.754583238347683,企标件,外协,NULL,NULL
1344,1344,1344,塑料螺旋套,"2018-09-15 21:36:02","2018-09-15 21:36:02",塑料螺旋套,"2018-09-15 21:36:02",14.107948380836078,专用部件,外协,NULL,NULL
1345,1345,1345,轴承,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴承,"2018-09-15 21:36:02",6.262675739503331,国标件,自制,NULL,NULL
1346,1346,1346,轴承,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴承,"2018-09-15 21:36:02",44.728201881344376,专用零件,外协,NULL,NULL
1347,1347,1347,轴承,"2018-09-15 21:36:02","2018-09-15 21:36:02",轴承,"2018-09-15 21:36:02",73.1188253564158,企标件,外协,NULL,NULL
1348,1348,1348,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",64.07547604047255,产品配套,自制,NULL,NULL
1349,1349,1349,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",2.621466637363379,机加件,外购,NULL,NULL
1350,1350,1350,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",87.96265538906945,机加件,外购,NULL,NULL
1351,1351,1351,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",89.15863459222754,专用部件,自制,NULL,NULL
1352,1352,1352,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",23.89380313933588,专用零件,自制,NULL,NULL
1353,1353,1353,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",66.43169520403262,国标件,自制,NULL,NULL
1354,1354,1354,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",42.453404419145215,产品配套,外购,NULL,NULL
1355,1355,1355,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",32.21758639503559,专用零件,外购,NULL,NULL
1356,1356,1356,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",73.23318653130221,国标件,外购,NULL,NULL
1357,1357,1357,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",3.1435915152099425,非标外购件,外协,NULL,NULL
1358,1358,1358,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",61.0038198554098,企标件,外购,NULL,NULL
1359,1359,1359,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",40.15658303950157,产品配套,外购,NULL,NULL
1360,1360,1360,方管,"2018-09-15 21:36:02","2018-09-15 21:36:02",方管,"2018-09-15 21:36:02",98.75013075405688,专用零件,外购,NULL,NULL
