plm_m_oid,plm_oid,plm_m_id,plm_i_name,plm_i_createtime,plm_i_checkintime,plm_cailiao,plm_checkintime,plm_weight,plm_wllx,plm_wlly,plm_guige,plm_gylx
1048,1048,1048,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",92.1702758655334,产品配套,外协,NULL,NULL
1049,1049,1049,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",20.817231549441495,企标件,外协,NULL,NULL
1050,1050,1050,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",83.28025202728455,国标件,自制,NULL,NULL
1051,1051,1051,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",9.09748360986823,企标件,自制,NULL,NULL
1052,1052,1052,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",96.0510973044983,机加件,自制,NULL,NULL
1053,1053,1053,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",64.30108274881043,企标件,自制,NULL,NULL
1054,1054,1054,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",82.6361662005262,产品配套,自制,NULL,NULL
1055,1055,1055,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",89.17364864809373,专用零件,外购,NULL,NULL
1056,1056,1056,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",18.0587649949437,专用零件,自制,NULL,NULL
1057,1057,1057,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",9.375150131592902,专用部件,外协,NULL,NULL
1058,1058,1058,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",99.7736474494748,非标外购件,自制,NULL,NULL
1059,1059,1059,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",81.3041267797865,机加件,外协,NULL,NULL
1060,1060,1060,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",20.69376053344618,国标件,外购,NULL,NULL
1061,1061,1061,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",98.28605240345783,产品配套,外协,NULL,NULL
1062,1062,1062,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",2.2618690665721863,企标件,自制,NULL,NULL
1063,1063,1063,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",65.71945686754283,企标件,外购,NULL,NULL
1064,1064,1064,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",2.064806093831406,专用零件,外协,NULL,NULL
1065,1065,1065,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",4.8932838789277895,专用部件,外购,NULL,NULL
1066,1066,1066,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",59.46309033573742,企标件,外购,NULL,NULL
1067,1067,1067,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",63.55457249778917,企标件,自制,NULL,NULL
1068,1068,1068,底板,"2018-09-15 21:21:09","2018-09-15 21:21:09",底板,"2018-09-15 21:21:09",60.73733973369527,国标件,外协,NULL,NULL
1069,1069,1069,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",80.08099504227032,国标件,自制,NULL,NULL
1070,1070,1070,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",43.96542050650032,非标外购件,外购,NULL,NULL
1071,1071,1071,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",96.01561235950041,专用部件,外协,NULL,NULL
1072,1072,1072,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",6.921361782971802,产品配套,自制,NULL,NULL
1073,1073,1073,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",0.037351426680654054,专用零件,外购,NULL,NULL
1074,1074,1074,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",65.03436699657918,非标外购件,外购,NULL,NULL
1075,1075,1075,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",97.26911394374308,企标件,自制,NULL,NULL
1076,1076,1076,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",84.99272320798154,非标外购件,自制,NULL,NULL
1077,1077,1077,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",26.80570490008526,国标件,自制,NULL,NULL
1078,1078,1078,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",70.8749895324473,国标件,自制,NULL,NULL
1079,1079,1079,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",5.365565048217014,产品配套,外协,NULL,NULL
1080,1080,1080,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",0.024333635603390746,企标件,自制,NULL,NULL
1081,1081,1081,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",48.67522697807398,专用零件,外协,NULL,NULL
1082,1082,1082,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",10.170142991361686,机加件,自制,NULL,NULL
1083,1083,1083,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",49.65317532504913,产品配套,外协,NULL,NULL
1084,1084,1084,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",29.80673595617186,企标件,外购,NULL,NULL
1085,1085,1085,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",50.14023809322761,非标外购件,外购,NULL,NULL
1086,1086,1086,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",18.930463068916993,非标外购件,自制,NULL,NULL
1087,1087,1087,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",71.77394326032295,专用部件,外协,NULL,NULL
1088,1088,1088,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",22.62464283934752,专用零件,自制,NULL,NULL
1089,1089,1089,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",50.18337856432763,产品配套,外协,NULL,NULL
1090,1090,1090,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",96.51430160332387,机加件,外购,NULL,NULL
1091,1091,1091,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",4.881352313204223,国标件,外购,NULL,NULL
1092,1092,1092,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",89.98228238421842,企标件,外协,NULL,NULL
1093,1093,1093,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",50.50645751125909,专用部件,自制,NULL,NULL
1094,1094,1094,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",32.682625328608935,非标外购件,外协,NULL,NULL
1095,1095,1095,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",55.587697580673336,机加件,自制,NULL,NULL
1096,1096,1096,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",4.37415834980599,专用零件,外协,NULL,NULL
1097,1097,1097,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",84.79757177085348,企标件,外购,NULL,NULL
1098,1098,1098,调整垫,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整垫,"2018-09-15 21:21:09",60.29777799191564,产品配套,外协,NULL,NULL
1099,1099,1099,吊耳,"2018-09-15 21:21:09","2018-09-15 21:21:09",吊耳,"2018-09-15 21:21:09",14.716828034131712,专用零件,外购,NULL,NULL
1100,1100,1100,活动支腿,"2018-09-15 21:21:09","2018-09-15 21:21:09",活动支腿,"2018-09-15 21:21:09",39.34511856288151,产品配套,自制,NULL,NULL
1101,1101,1101,支承环,"2018-09-15 21:21:09","2018-09-15 21:21:09",支承环,"2018-09-15 21:21:09",6.6096654311303515,专用部件,外购,NULL,NULL
1102,1102,1102,支承环,"2018-09-15 21:21:09","2018-09-15 21:21:09",支承环,"2018-09-15 21:21:09",57.0982014228983,产品配套,自制,NULL,NULL
1103,1103,1103,支承环,"2018-09-15 21:21:09","2018-09-15 21:21:09",支承环,"2018-09-15 21:21:09",93.61793801412033,国标件,自制,NULL,NULL
1104,1104,1104,支承环,"2018-09-15 21:21:09","2018-09-15 21:21:09",支承环,"2018-09-15 21:21:09",62.18378966778311,专用零件,外协,NULL,NULL
1105,1105,1105,支承环,"2018-09-15 21:21:09","2018-09-15 21:21:09",支承环,"2018-09-15 21:21:09",54.603251011651565,企标件,自制,NULL,NULL
1106,1106,1106,支承环,"2018-09-15 21:21:09","2018-09-15 21:21:09",支承环,"2018-09-15 21:21:09",75.14431801947453,专用部件,自制,NULL,NULL
1107,1107,1107,右耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",右耳板,"2018-09-15 21:21:09",34.01325516093141,机加件,外购,NULL,NULL
1108,1108,1108,臂头,"2018-09-15 21:21:09","2018-09-15 21:21:09",臂头,"2018-09-15 21:21:09",85.86231227138536,非标外购件,外购,NULL,NULL
1109,1109,1109,臂头,"2018-09-15 21:21:09","2018-09-15 21:21:09",臂头,"2018-09-15 21:21:09",83.57313110127446,企标件,外协,NULL,NULL
1110,1110,1110,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",29.020511861185515,专用零件,外购,NULL,NULL
1111,1111,1111,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",10.188958577259498,国标件,外协,NULL,NULL
1112,1112,1112,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",91.05957597869462,产品配套,外购,NULL,NULL
1113,1113,1113,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",53.308325086553275,机加件,自制,NULL,NULL
1114,1114,1114,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",3.7869075029746013,专用零件,自制,NULL,NULL
1115,1115,1115,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",1.604037877183162,机加件,外协,NULL,NULL
1116,1116,1116,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",58.95497233933542,企标件,外购,NULL,NULL
1117,1117,1117,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",98.37506778039781,产品配套,外协,NULL,NULL
1118,1118,1118,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",88.52870197896755,产品配套,外购,NULL,NULL
1119,1119,1119,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",36.703124389331755,机加件,自制,NULL,NULL
1120,1120,1120,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",50.07081227663323,非标外购件,自制,NULL,NULL
1121,1121,1121,耳板,"2018-09-15 21:21:09","2018-09-15 21:21:09",耳板,"2018-09-15 21:21:09",79.719512220639,国标件,外购,NULL,NULL
1122,1122,1122,调节螺柱,"2018-09-15 21:21:09","2018-09-15 21:21:09",调节螺柱,"2018-09-15 21:21:09",81.63562555357511,专用部件,外协,NULL,NULL
1123,1123,1123,调节螺柱,"2018-09-15 21:21:09","2018-09-15 21:21:09",调节螺柱,"2018-09-15 21:21:09",66.96940536770202,产品配套,外协,NULL,NULL
1124,1124,1124,连接板,"2018-09-15 21:21:09","2018-09-15 21:21:09",连接板,"2018-09-15 21:21:09",67.25967428674532,企标件,自制,NULL,NULL
1125,1125,1125,连接板,"2018-09-15 21:21:09","2018-09-15 21:21:09",连接板,"2018-09-15 21:21:09",4.6974996285691795,产品配套,自制,NULL,NULL
1126,1126,1126,连接板,"2018-09-15 21:21:09","2018-09-15 21:21:09",连接板,"2018-09-15 21:21:09",69.49877837293599,机加件,外购,NULL,NULL
1127,1127,1127,堵,"2018-09-15 21:21:09","2018-09-15 21:21:09",堵,"2018-09-15 21:21:09",82.17008394191748,国标件,外购,NULL,NULL
1128,1128,1128,堵,"2018-09-15 21:21:09","2018-09-15 21:21:09",堵,"2018-09-15 21:21:09",58.54198723219769,非标外购件,外协,NULL,NULL
1129,1129,1129,堵,"2018-09-15 21:21:09","2018-09-15 21:21:09",堵,"2018-09-15 21:21:09",63.89593551213976,专用零件,外购,NULL,NULL
1130,1130,1130,调整板,"2018-09-15 21:21:09","2018-09-15 21:21:09",调整板,"2018-09-15 21:21:09",27.607146079062417,专用部件,自制,NULL,NULL
1131,1131,1131,二位三通电磁阀,"2018-09-15 21:21:09","2018-09-15 21:21:09",二位三通电磁阀,"2018-09-15 21:21:09",77.99712462008655,专用部件,外购,NULL,NULL
1132,1132,1132,左弯板,"2018-09-15 21:21:09","2018-09-15 21:21:09",左弯板,"2018-09-15 21:21:09",90.26997908820604,非标外购件,外购,NULL,NULL
1133,1133,1133,后簧支座下盖Ⅱ,"2018-09-15 21:21:09","2018-09-15 21:21:09",后簧支座下盖Ⅱ,"2018-09-15 21:21:09",77.66423786284106,非标外购件,外协,NULL,NULL
1134,1134,1134,拉手,"2018-09-15 21:21:09","2018-09-15 21:21:09",拉手,"2018-09-15 21:21:09",75.01249855596224,国标件,外购,NULL,NULL
1135,1135,1135,拉手,"2018-09-15 21:21:09","2018-09-15 21:21:09",拉手,"2018-09-15 21:21:09",22.31998186461125,企标件,自制,NULL,NULL
1136,1136,1136,辊,"2018-09-15 21:21:09","2018-09-15 21:21:09",辊,"2018-09-15 21:21:09",29.261676465737786,企标件,外协,NULL,NULL
1137,1137,1137,右手柄线束改制,"2018-09-15 21:21:09","2018-09-15 21:21:09",右手柄线束改制,"2018-09-15 21:21:09",4.880999687383236,机加件,外购,NULL,NULL
1138,1138,1138,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",25.118852256544745,专用零件,外协,NULL,NULL
1139,1139,1139,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",67.27604860358922,企标件,外协,NULL,NULL
1140,1140,1140,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",18.982475782288745,专用零件,外购,NULL,NULL
1141,1141,1141,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",8.753696149444101,企标件,外协,NULL,NULL
1142,1142,1142,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",56.712690314261316,专用部件,自制,NULL,NULL
1143,1143,1143,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",26.340228607945658,专用部件,自制,NULL,NULL
1144,1144,1144,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",57.881617831152255,机加件,外协,NULL,NULL
1145,1145,1145,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",32.46045245519322,产品配套,外购,NULL,NULL
1146,1146,1146,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",50.65010263746581,机加件,外协,NULL,NULL
1147,1147,1147,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",21.197409316453175,机加件,外协,NULL,NULL
1148,1148,1148,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",10.673962313267648,专用零件,外协,NULL,NULL
1149,1149,1149,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",97.71520942312812,专用零件,外购,NULL,NULL
1150,1150,1150,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",17.4838928192106,企标件,外协,NULL,NULL
1151,1151,1151,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",77.28395129659991,机加件,外协,NULL,NULL
1152,1152,1152,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",5.771984312814982,专用零件,自制,NULL,NULL
1153,1153,1153,槽板,"2018-09-15 21:21:09","2018-09-15 21:21:09",槽板,"2018-09-15 21:21:09",43.118134192392375,产品配套,外购,NULL,NULL
1154,1154,1154,绳套,"2018-09-15 21:21:09","2018-09-15 21:21:09",绳套,"2018-09-15 21:21:09",70.82174370946582,企标件,外购,NULL,NULL
1155,1155,1155,绳套,"2018-09-15 21:21:09","2018-09-15 21:21:09",绳套,"2018-09-15 21:21:09",98.2350064717762,产品配套,自制,NULL,NULL
1156,1156,1156,绳套,"2018-09-15 21:21:09","2018-09-15 21:21:09",绳套,"2018-09-15 21:21:09",42.28087975365041,非标外购件,外协,NULL,NULL
1157,1157,1157,滑轮,"2018-09-15 21:21:09","2018-09-15 21:21:09",滑轮,"2018-09-15 21:21:09",77.74481663142578,产品配套,外协,NULL,NULL
1158,1158,1158,滑轮,"2018-09-15 21:21:09","2018-09-15 21:21:09",滑轮,"2018-09-15 21:21:09",82.11467168636422,国标件,外协,NULL,NULL
1159,1159,1159,滑轮,"2018-09-15 21:21:09","2018-09-15 21:21:09",滑轮,"2018-09-15 21:21:09",23.446255946993578,专用部件,外协,NULL,NULL
1160,1160,1160,滑轮,"2018-09-15 21:21:09","2018-09-15 21:21:09",滑轮,"2018-09-15 21:21:09",73.799492564312,专用零件,外购,NULL,NULL
1161,1161,1161,立杆,"2018-09-15 21:21:09","2018-09-15 21:21:09",立杆,"2018-09-15 21:21:09",93.12115277242548,企标件,外协,NULL,NULL
1162,1162,1162,立杆,"2018-09-15 21:21:09","2018-09-15 21:21:09",立杆,"2018-09-15 21:21:09",14.315029327496642,产品配套,自制,NULL,NULL
1163,1163,1163,立杆,"2018-09-15 21:21:09","2018-09-15 21:21:09",立杆,"2018-09-15 21:21:09",3.8953301390327932,国标件,外购,NULL,NULL
1164,1164,1164,立杆,"2018-09-15 21:21:09","2018-09-15 21:21:09",立杆,"2018-09-15 21:21:09",73.83930283172293,机加件,外协,NULL,NULL
1165,1165,1165,立杆,"2018-09-15 21:21:09","2018-09-15 21:21:09",立杆,"2018-09-15 21:21:09",13.824617092152858,专用零件,外协,NULL,NULL
1166,1166,1166,立杆,"2018-09-15 21:21:09","2018-09-15 21:21:09",立杆,"2018-09-15 21:21:09",98.45165979076992,机加件,自制,NULL,NULL
1167,1167,1167,继动阀支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",继动阀支架,"2018-09-15 21:21:09",8.583003758187779,专用零件,自制,NULL,NULL
1168,1168,1168,上支座I,"2018-09-15 21:21:09","2018-09-15 21:21:09",上支座I,"2018-09-15 21:21:09",21.37539027214753,非标外购件,外购,NULL,NULL
1169,1169,1169,双头螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",双头螺栓,"2018-09-15 21:21:09",16.86332913924441,非标外购件,外购,NULL,NULL
1170,1170,1170,压板,"2018-09-15 21:21:09","2018-09-15 21:21:09",压板,"2018-09-15 21:21:09",95.05937459649226,产品配套,外协,NULL,NULL
1171,1171,1171,压板,"2018-09-15 21:21:09","2018-09-15 21:21:09",压板,"2018-09-15 21:21:09",6.1800509050922265,国标件,自制,NULL,NULL
1172,1172,1172,压板,"2018-09-15 21:21:09","2018-09-15 21:21:09",压板,"2018-09-15 21:21:09",56.39181902412492,企标件,外购,NULL,NULL
1173,1173,1173,压板,"2018-09-15 21:21:09","2018-09-15 21:21:09",压板,"2018-09-15 21:21:09",84.03802432451658,非标外购件,自制,NULL,NULL
1174,1174,1174,压板,"2018-09-15 21:21:09","2018-09-15 21:21:09",压板,"2018-09-15 21:21:09",19.831747112752307,国标件,外购,NULL,NULL
1175,1175,1175,V型推力杆支座,"2018-09-15 21:21:09","2018-09-15 21:21:09",V型推力杆支座,"2018-09-15 21:21:09",6.233606235422351,国标件,自制,NULL,NULL
1176,1176,1176,右支座,"2018-09-15 21:21:09","2018-09-15 21:21:09",右支座,"2018-09-15 21:21:09",43.83345989149014,机加件,外协,NULL,NULL
1177,1177,1177,右支座,"2018-09-15 21:21:09","2018-09-15 21:21:09",右支座,"2018-09-15 21:21:09",45.81977792436119,产品配套,外协,NULL,NULL
1178,1178,1178,右支座,"2018-09-15 21:21:09","2018-09-15 21:21:09",右支座,"2018-09-15 21:21:09",95.156884337778,产品配套,自制,NULL,NULL
1179,1179,1179,右支座,"2018-09-15 21:21:09","2018-09-15 21:21:09",右支座,"2018-09-15 21:21:09",21.117764916946193,国标件,外购,NULL,NULL
1180,1180,1180,右支座,"2018-09-15 21:21:09","2018-09-15 21:21:09",右支座,"2018-09-15 21:21:09",54.010771434096064,专用零件,自制,NULL,NULL
1181,1181,1181,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",3.301210408147104,产品配套,外协,NULL,NULL
1182,1182,1182,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",4.187678673168572,专用部件,自制,NULL,NULL
1183,1183,1183,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",67.6193149797218,非标外购件,外协,NULL,NULL
1184,1184,1184,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",25.53392404432153,产品配套,自制,NULL,NULL
1185,1185,1185,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",21.815493069686365,企标件,外协,NULL,NULL
1186,1186,1186,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",72.07800881925641,企标件,外购,NULL,NULL
1187,1187,1187,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",26.506989291289294,专用部件,自制,NULL,NULL
1188,1188,1188,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",74.58116570839842,产品配套,自制,NULL,NULL
1189,1189,1189,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",95.87104318885815,企标件,外协,NULL,NULL
1190,1190,1190,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",91.28229144286026,产品配套,外协,NULL,NULL
1191,1191,1191,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",35.02459465169295,企标件,外协,NULL,NULL
1192,1192,1192,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",37.24027455703038,专用部件,自制,NULL,NULL
1193,1193,1193,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",47.240672868494386,企标件,外购,NULL,NULL
1194,1194,1194,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",39.35716589678532,机加件,外协,NULL,NULL
1195,1195,1195,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",74.52395060738814,专用零件,自制,NULL,NULL
1196,1196,1196,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",21.399019329979275,企标件,外购,NULL,NULL
1197,1197,1197,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",33.39806854956298,非标外购件,自制,NULL,NULL
1198,1198,1198,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",76.23470808699594,产品配套,自制,NULL,NULL
1199,1199,1199,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",69.40921441777009,企标件,外协,NULL,NULL
1200,1200,1200,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",84.47203461057177,专用部件,外购,NULL,NULL
1201,1201,1201,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",94.66415478206073,企标件,外协,NULL,NULL
1202,1202,1202,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",93.85453989480851,机加件,外协,NULL,NULL
1203,1203,1203,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",12.693237212362574,专用零件,外协,NULL,NULL
1204,1204,1204,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",2.058318848597296,产品配套,外购,NULL,NULL
1205,1205,1205,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",79.87324205560772,专用零件,外协,NULL,NULL
1206,1206,1206,尼龙管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",尼龙管总成,"2018-09-15 21:21:09",92.04460451977218,机加件,自制,NULL,NULL
1207,1207,1207,垫块,"2018-09-15 21:21:09","2018-09-15 21:21:09",垫块,"2018-09-15 21:21:09",37.13691437688519,非标外购件,外购,NULL,NULL
1208,1208,1208,接套,"2018-09-15 21:21:09","2018-09-15 21:21:09",接套,"2018-09-15 21:21:09",75.0601474851593,国标件,外协,NULL,NULL
1209,1209,1209,接套,"2018-09-15 21:21:09","2018-09-15 21:21:09",接套,"2018-09-15 21:21:09",47.50660039839594,专用部件,自制,NULL,NULL
1210,1210,1210,套,"2018-09-15 21:21:09","2018-09-15 21:21:09",套,"2018-09-15 21:21:09",47.065988764632586,机加件,自制,NULL,NULL
1211,1211,1211,套,"2018-09-15 21:21:09","2018-09-15 21:21:09",套,"2018-09-15 21:21:09",51.83843373506072,非标外购件,外协,NULL,NULL
1212,1212,1212,套,"2018-09-15 21:21:09","2018-09-15 21:21:09",套,"2018-09-15 21:21:09",82.01068289768038,机加件,自制,NULL,NULL
1213,1213,1213,套,"2018-09-15 21:21:09","2018-09-15 21:21:09",套,"2018-09-15 21:21:09",92.14651493446725,机加件,外协,NULL,NULL
